958;673,404,44,53,661,474,46,42,
959;671,403,43,50,659,470,49,46,
960;668,399,48,50,655,468,50,50,
961;667,397,46,52,658,468,46,49,
962;665,394,48,52,657,467,45,48,
963;665,392,46,53,658,467,43,50,
964;665,387,48,54,659,467,43,50,
965;664,386,48,55,660,466,43,49,
966;663,382,47,57,657,463,46,52,
967;662,380,48,57,654,461,48,58,
968;659,379,46,55,653,457,49,57,
969;658,375,45,58,650,457,48,51,
970;655,378,46,51,650,453,49,46,
971;654,370,45,58,650,451,49,47,
972;653,369,48,59,647,451,50,49,
973;651,366,47,55,645,449,49,51,
974;650,366,46,52,645,445,47,55,
975;649,361,46,56,644,444,47,50,
976;648,357,44,57,644,443,47,52,
977;643,353,49,57,641,439,50,56,
978;640,346,50,67,637,437,53,52,
979;640,347,50,54,629,419,58,74,
980;640,345,47,59,632,429,52,61,
981;641,338,46,66,628,430,54,55,
982;638,326,46,77,627,428,54,57,
983;635,330,50,67,624,422,54,61,
984;630,330,54,63,624,422,52,60,
985;629,324,54,67,621,419,51,59,
986;627,316,54,69,619,416,53,61,
987;623,306,56,76,621,405,51,68,
988;620,306,56,72,617,411,55,59,
989;617,297,58,77,615,406,52,63,
990;615,298,56,73,615,401,49,66,
991;611,287,59,79,609,400,54,68,
992;611,290,57,74,608,395,53,67,
993;606,285,60,73,603,389,56,71,
994;603,280,61,77,600,387,58,69,
995;600,270,63,80,597,384,59,69,
996;595,273,68,76,594,379,62,74,
997;596,267,60,77,590,374,61,74,
998;591,262,61,78,588,373,61,74,
999;593,242,59,101,586,369,57,73,
1000;587,248,62,79,581,366,65,77,
1001;584,241,64,81,578,354,59,81,
1002;577,235,69,84,571,349,63,85,
1003;576,229,66,83,568,338,62,98,
1004;569,218,70,89,565,329,61,103,
1005;562,202,70,100,560,323,65,107,
1006;561,190,71,107,555,322,73,100,
1007;556,185,73,104,550,316,72,99,
1008;555,182,68,100,542,309,75,101,
1009;549,167,70,109,540,303,75,106,
1010;544,163,72,102,537,295,72,113,
1011;539,149,75,112,529,286,77,113,
1012;528,140,78,114,521,279,80,123,
1013;521,129,85,120,517,271,81,129,
1014;519,118,78,119,515,270,79,116,
1015;516,105,78,124,508,272,76,103,
1016;510,240,74,138,508,99,83,119,
1017;504,83,92,122,503,231,77,141,
1018;495,74,96,125,488,206,84,180,
1019;483,52,104,137,478,211,91,148,
1020;472,45,109,122,460,204,110,139,
1021;459,30,110,125,462,212,88,115,
1022;443,15,124,131,457,193,87,129,
