466100;681,461,36,56,
466150;644,403,46,70,
466200;564,293,71,103,
555250;864,616,8,8,
555300;873,616,6,8,
555800;905,611,9,11,
149600;882,603,8,10,
149650;891,601,6,8,
149700;899,598,6,9,
149750;906,595,7,9,
149800;917,591,8,10,
149850;930,589,7,10,
149900;945,584,10,11,
149950;962,579,10,13,
150000;985,574,13,16,
150050;1015,556,18,27,
150100;1038,533,23,36,
150150;1010,500,33,47,
150200;905,443,49,65,
150250;693,294,95,116,
165300;1394,556,11,17,
165350;1292,557,13,21,
165400;1188,556,14,21,
165450;1077,554,16,21,
165500;956,551,17,27,
165550;823,540,22,34,
165600;704,511,31,44,
165650;623,453,43,67,
165700;524,320,81,115,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
182100;780,606,8,10,
182150;778,603,9,14,
182200;775,601,9,15,
182250;772,599,9,17,
182300;769,593,11,19,
182350;762,586,13,21,
182400;752,575,16,27,
182450;736,559,20,39,
182500;710,532,28,52,
182550;648,463,46,85,
182600;340,140,135,246,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
182100;780,606,8,10,
182150;778,603,9,14,
182200;775,601,9,15,
182250;772,599,9,17,
182300;769,593,11,19,
182350;762,586,13,21,
182400;752,575,16,27,
182450;736,559,20,39,
182500;710,532,28,52,
182550;648,463,46,85,
182600;340,140,135,246,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
182100;780,606,8,10,
182150;778,603,9,14,
182200;775,601,9,15,
182250;772,599,9,17,
182300;769,593,11,19,
182350;762,586,13,21,
182400;752,575,16,27,
182450;736,559,20,39,
182500;710,532,28,52,
182550;648,463,46,85,
182600;340,140,135,246,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
182100;780,606,8,10,
182150;778,603,9,14,
182200;775,601,9,15,
182250;772,599,9,17,
182300;769,593,11,19,
182350;762,586,13,21,
182400;752,575,16,27,
182450;736,559,20,39,
182500;710,532,28,52,
182550;648,463,46,85,
182600;340,140,135,246,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
182100;780,606,8,10,
182150;778,603,9,14,
182200;775,601,9,15,
182250;772,599,9,17,
182300;769,593,11,19,
182350;762,586,13,21,
182400;752,575,16,27,
182450;736,559,20,39,
182500;710,532,28,52,
182550;648,463,46,85,
182600;340,140,135,246,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
182100;780,606,8,10,
182150;778,603,9,14,
182200;775,601,9,15,
182250;772,599,9,17,
182300;769,593,11,19,
182350;762,586,13,21,
182400;752,575,16,27,
182450;736,559,20,39,
182500;710,532,28,52,
182550;648,463,46,85,
182600;340,140,135,246,
181850;785,612,7,7,
181900;786,610,6,9,
181950;784,608,8,9,
182000;784,608,6,9,
182050;782,608,7,9,
