140841;734,489,50,79,
140842;734,489,50,79,
140843;734,489,50,79,
140844;733,490,50,78,
140845;734,489,50,79,
140846;734,489,50,79,
140847;734,490,50,78,
140848;733,490,49,78,
140849;734,489,50,79,
140850;733,490,50,78,
140851;733,489,50,78,
140852;734,489,50,79,
140853;733,490,50,77,
140854;733,489,50,78,
140855;733,490,50,78,
140856;733,489,50,77,
140857;732,489,51,78,
140858;732,489,51,78,
140859;731,489,51,78,
140860;731,489,51,78,
140861;731,489,51,77,
140862;731,489,51,77,
140863;732,489,51,78,
140864;731,489,51,78,
140865;731,489,51,77,
140866;731,489,51,77,
140867;731,489,51,77,
140868;732,490,50,76,
140869;732,489,50,77,
140870;732,489,50,77,
140871;732,489,50,77,
140872;732,489,50,77,
140873;732,490,50,76,
140874;732,489,50,77,
140875;732,489,50,77,
140876;732,489,50,77,
140877;732,490,50,76,
140878;732,490,50,76,
140879;732,489,50,77,
140880;732,489,50,77,
140881;732,489,50,77,
140882;731,489,50,77,
140883;731,489,49,77,
140884;732,489,49,77,
140885;731,489,49,77,
140886;731,488,49,77,
140887;731,489,49,77,
140888;731,489,49,76,
140889;732,489,48,76,
140890;731,489,49,76,
140891;731,489,49,76,
140892;731,488,49,77,
140893;732,489,49,76,
140894;732,489,48,75,
140895;732,489,48,76,
140896;731,489,49,76,
140897;731,489,49,76,
140898;732,489,48,76,
140899;731,489,49,76,
140900;731,489,49,76,
140901;731,489,49,76,
140902;731,489,49,76,
140903;731,489,49,76,
140904;732,488,48,76,
140905;731,489,49,76,
140906;731,488,49,77,
140907;731,487,49,77,
140908;731,489,49,76,
140909;731,488,49,77,
140910;731,487,49,77,
140911;731,488,49,77,
140912;731,488,49,77,
140913;732,487,48,77,
140914;731,487,49,78,
140915;732,488,48,78,
140916;732,487,48,78,
140917;731,487,49,78,
140918;732,487,48,77,
140919;732,487,48,78,
140920;732,486,48,79,
140921;731,487,49,78,
140922;731,487,49,78,
140923;731,486,49,79,
140924;730,487,50,78,
140925;730,487,49,78,
140926;731,487,49,78,
140927;730,487,49,78,
140928;731,485,49,80,
140929;729,486,50,80,
140930;729,486,50,79,
140931;730,486,50,79,
140932;730,487,50,78,
140933;729,486,50,79,
140934;730,485,50,79,
140935;729,486,50,80,
140936;729,486,50,79,
140937;729,486,50,80,
140938;729,486,50,80,
140939;729,485,50,79,
140940;730,486,50,80,
140941;729,485,50,79,
140942;728,484,49,79,
140943;729,485,49,79,
140944;729,485,50,79,
140945;728,484,49,79,
140946;729,484,49,79,
140947;728,484,49,79,
140948;728,483,49,79,
140949;728,484,49,79,
140950;728,484,49,79,
140951;727,483,49,79,
140952;728,483,50,80,
140953;727,483,49,79,
140954;727,483,49,80,
140955;727,483,50,79,
140956;727,483,50,80,
140957;727,483,50,79,
140958;727,483,50,79,
140959;727,483,50,80,
140960;727,483,50,80,
140961;726,483,50,80,
140962;726,483,50,80,
140963;726,482,50,81,
140964;726,482,50,81,
140965;726,483,50,80,
140966;727,482,50,80,
140967;727,482,50,80,
140968;727,482,50,80,
140969;727,482,50,80,
140970;727,482,50,80,
140971;727,482,50,80,
140972;727,482,50,79,
140973;726,482,51,80,
140974;727,482,50,80,
140975;725,482,51,80,
140976;725,482,51,80,
140977;725,481,51,81,
140978;725,481,51,81,
140979;725,481,51,81,
140980;725,481,51,81,
140981;726,481,51,82,
140982;726,481,51,82,
140983;724,482,52,79,
140984;725,481,51,80,
140985;725,480,51,81,
140986;724,482,52,80,
140987;724,482,52,80,
140988;724,482,52,80,
140989;723,482,53,80,
140990;723,482,53,80,
140991;723,481,53,80,
140992;722,481,53,80,
140993;722,481,53,80,
140994;722,481,53,80,
140995;722,481,52,79,
140996;722,481,53,80,
140997;722,481,53,80,
140998;723,481,51,80,
140999;724,480,50,81,
141000;723,481,51,80,
141001;723,480,50,81,
141002;723,480,50,81,
141003;723,480,50,81,
141004;723,479,50,81,
141005;723,480,50,82,
141006;723,479,50,82,
141007;723,479,50,82,
141008;723,478,49,83,
141009;723,478,49,83,
141010;723,478,49,83,
141011;722,478,49,84,
141012;722,478,49,84,
141013;723,478,47,84,
141014;723,478,47,84,
141015;723,478,47,84,
141016;723,478,47,83,
141017;723,478,47,84,
141018;723,478,47,84,
141019;721,479,50,75,
141020;721,480,50,76,
141021;720,479,51,75,
141022;721,478,50,77,
141023;721,479,50,76,
141024;720,478,51,78,
141025;721,477,49,85,
141026;720,478,52,78,
141027;720,477,52,79,
141028;720,477,51,85,
141029;720,478,51,84,
141030;720,478,52,84,
141031;719,478,53,83,
141032;719,477,53,85,
141033;719,478,53,83,
141034;717,479,54,78,
141035;718,478,53,83,
141036;717,479,54,78,
141037;717,479,54,78,
141038;717,478,54,79,
141039;717,479,54,78,
141040;716,478,53,78,
141041;716,478,53,78,
141042;716,478,53,78,
141043;716,477,53,79,
141044;716,477,53,79,
141045;716,477,53,79,
141046;717,478,52,78,
141047;717,477,52,79,
141048;717,477,51,79,
141049;716,476,51,80,
141050;717,476,52,80,
141051;716,476,51,80,
141052;717,475,50,81,
141053;716,475,51,81,
141054;716,474,50,83,
141055;717,474,50,81,
141056;716,474,50,81,
141057;716,474,50,82,
141058;715,473,51,83,
141059;715,473,51,83,
141060;715,473,52,83,
141061;715,473,52,83,
141062;715,473,52,83,
141063;714,474,52,82,
141064;714,473,52,83,
141065;714,472,52,83,
141066;714,473,52,82,
141067;714,473,52,82,
141068;714,473,52,82,
141069;712,473,53,83,
141070;712,473,53,82,
141071;713,473,53,82,
141072;712,473,53,84,
141073;712,472,53,84,
141074;712,472,53,84,
141075;712,472,53,84,
141076;712,472,53,84,
141077;712,472,53,83,
141078;712,472,53,84,
141079;713,472,53,84,
141080;712,472,53,84,
141081;712,471,53,85,
141082;713,471,53,84,
141083;713,471,53,85,
141084;712,471,54,85,
141085;712,471,54,84,
141086;712,470,53,85,
141087;712,470,54,85,
141088;712,471,53,84,
141089;712,470,54,85,
141090;712,470,54,86,
141091;712,470,54,85,
141092;711,470,55,86,
141093;711,468,55,89,
141094;711,468,56,89,
141095;711,468,56,89,
141096;709,467,57,91,
141097;711,469,55,88,
141098;710,468,54,90,
